"﻿""証券コード""",CSV略称,正式企業名(和),Qr1略称(和),カナ,正式企業名(英),略称(英),FACTSET業種,旧社名・旧商号,EDINETコード,新証券コード,協会業種,日経業種(小分類),優先市場,配信開始日,売買単位,発行済株式総数,HPアドレス,決算期,配当基準日,決算発表予定日,決算発表履歴,日経業種（中分類）_抽出,上場市場名_抽出,指数採用_抽出
4069,BlueMeme,ＢｌｕｅＭｅｍｅ,ブルーミーム,ﾌﾞﾙｰﾐｰﾑ,BLUEMEME INC.,BLUEMEME,パッケージ・ソフトウェア,,E36653,383112000,情報・通信業,他サービス業,東証,(21/ 6/29),100,"3,617,946",https://www.bluememe.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 16:00,"1Q: 2025/08/13
2Q: 2025/11/13
3Q: 2025/02/14
通期: 2025/05/13",サービス,東証ｸﾞﾛｰｽ,
4071,ﾌﾟﾗｽｱﾙﾌｧ,プラスアルファ・コンサルティング,ＰＡコンサル,ﾌﾟﾗｽｱﾙﾌｧｺﾝｻﾙﾃｨﾝｸﾞ,"PLUS ALPHA CONSULTING CO., LTD.",PLUSALPH,その他商業サービス,,E36635,383270000,情報・通信業,他サービス業,東証,(21/ 6/30),100,"42,385,350",https://www.pa-consul.co.jp/,9/末,3/末 9/末,1Q連: 2026/02/13 15:00,"1Q: 2025/02/14
2Q: 2025/05/15
3Q: 2025/08/13
通期: 2025/11/14",サービス,東証ﾌﾟﾗｲﾑ,
4072,電算ｼｽHD,電算システムホールディングス,電算システム,ﾃﾞﾝｻﾝｼｽﾃﾑﾎｰﾙﾃﾞｨﾝｸﾞｽ,"DENSAN SYSTEM HOLDINGS CO., LTD.",DENSANSH,その他商業サービス,"電算システム
電算システムホールディングス",データなし,355144000,情報・通信業,他サービス業,東証,(21/ 7/ 1),100,"10,798,341",https://ds-hd.co.jp/,12/末,6/末 12/末,本連: 2026/02/09,"1Q: 2025/05/13
2Q: 2025/08/12
3Q: 2025/11/11
通期: 2025/02/10",サービス,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,
4073,ｼﾞｨ･ｼｨ企,ジィ・シィ企画,ジィ・シィ,ｼﾞｨｼｨｷｶｸ,"GLOBAL COMMUNICATION PLANNING CO., LTD.",GLOBALCP,その他商業サービス,,E36666,338678000,情報・通信業,他サービス業,東証,(21/ 9/28),100,"2,538,260",https://www.gck.co.jp/,6/末,12/末 6/末,2Q単: 02月中旬,"1Q: 2025/11/14
2Q: 2025/02/14
3Q: 2025/05/15
通期: 2025/08/14",サービス,東証ｸﾞﾛｰｽ,
4074,ラキール,ラキール,ラキール,ﾗｷｰﾙ,"LAKEEL, INC.",LAKEEL,情報技術サービス,,E36708,396702000,情報・通信業,他サービス業,東証,(21/ 7/16),100,"7,672,500",https://www.lakeel.com/,12/末,6/末 12/末,本連: 2026/02/13,"1Q: 2025/05/15
2Q: 2025/08/12
3Q: 2025/11/13
通期: 2025/02/13",サービス,東証ｸﾞﾛｰｽ,
4075,ﾌﾞﾚｲﾝｽﾞ,ブレインズテクノロジー,ブレインズ,ﾌﾞﾚｲﾝｽﾞﾃｸﾉﾛｼﾞｰ,"BRAINS TECHNOLOGY, INC.",BRAINS,パッケージ・ソフトウェア,,E36722,383143000,情報・通信業,他サービス業,東証,(21/ 7/28),100,"5,960,000",https://www.brains-tech.co.jp/,7/末,1/末 7/末,2Q単: 2026/03/16,"1Q: 2025/12/12
2Q: 2025/03/14
3Q: 2025/06/13
通期: 2025/09/12",サービス,東証ｸﾞﾛｰｽ,
4076,ｼｲｴﾇｴｽ,シイエヌエス,シイエヌエス,ｼｲｴﾇｴｽ,"CNS CO., LTD.",CNS,情報技術サービス,,E36840,334716000,情報・通信業,他サービス業,東証,(21/ 8/20),100,"2,906,000",https://www.cns.co.jp,5/末,11/末 5/末,2Q連: 2026/01/09,"1Q: 2025/10/10
2Q: 2026/01/09
3Q: 2025/04/11
通期: 2025/07/11",サービス,東証ｸﾞﾛｰｽ,
4078,堺化学,堺化学工業,堺化学,ｻｶｲｶｶﾞｸｺｳｷﾞｮｳ,"SAKAI CHEMICAL IND. CO., LTD.",SAKAICH,特殊化学,"共同薬品
カイゲン
堺化学工業",E00780,331280000,化学,その他化学,東証,データなし,100,"17,000,000",http://www.sakai-chem.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/07
通期: 2025/05/14",化学,東証ﾌﾟﾗｲﾑ,
407A,UNICONHD,ＵＮＩＣＯＮホールディングス,ＵＮＩＣＯＮ,ﾕﾆｺﾝﾎｰﾙﾃﾞｨﾝｸﾞｽ,"UNICON HOLDINGS CO., LTD.",UNICONHD,住宅建設,,E40865,395087000,建設業,中堅建設,東証,(25/ 9/26),100,"9,894,900",https://unicon-holdings.co.jp/,6/末,12/末 6/末,2Q連: 2026/02/13 15:00,"1Q: 2025/11/13
2Q: 
3Q: 
通期: 2025/09/26",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4080,田中化研,田中化学研究所,田中化研,ﾀﾅｶｶｶﾞｸｹﾝｷｭｳｼｮ,TANAKA CHEMICAL CORP.,TANAKAC,特殊化学,,E01050,346881000,化学,その他化学,東証,(13/ 7/16),100,"32,533,000",https://www.tanaka-chem.co.jp/,3/末,9/末 3/末,,"1Q: 2025/07/31
2Q: 2025/10/28
3Q: 2025/01/30
通期: 2025/05/08",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4082,稀元素,第一稀元素化学工業,稀元素,ﾀﾞｲｲﾁｷｹﾞﾝｿｶｶﾞｸｺｳｷﾞｮｳ,"DAIICHI KIGENSO KAGAKU-KOGYO CO., LTD.",KIGENSO,総合化学,,E00806,347435000,化学,その他化学,東証,(04/12/ 3),100,"24,400,000",http://www.dkkk.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/07
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/13",化学,東証ﾌﾟﾗｲﾑ,
4088,ｴｱ･ｳｫｰﾀｰ,エア・ウォーター,エアウォータ,ｴｱｳｫｰﾀｰ,AIR WATER INC.,AIR WAT,特殊化学,"日本海水
ｴｱ･ｳｫｰﾀｰ防災
エア・ウォーター・エモト
エア・ウォーター
大同ほくさん
相模ハム
タテホ化学工業
江本工業",E00792,316067000,化学,酸素,東証,データなし,100,"229,755,057",http://www.awi.co.jp/,3/末,9/末 3/末,,"1Q: 2025/08/07
2Q: 2024/11/07
3Q: 2025/02/07
通期: 2025/05/13",化学,東証ﾌﾟﾗｲﾑ 札証,JPX日経400 日経500平均
4091,日本酸素,日本酸素ホールディングス,日本酸素ＨＤ,ﾆｯﾎﾟﾝｻﾝｿﾎｰﾙﾃﾞｨﾝｸﾞｽ,NIPPON SANSO HOLDINGS CORP.,NP SANSO,特殊化学,"日本酸素ホールディングス
NSｴﾝｼﾞﾆｱﾘﾝｸﾞ
大陽日酸
大陽東洋酸素
大陽酸素
日本酸素",E00783,371160000,化学,酸素,東証,データなし,100,"433,092,837",https://www.nipponsanso-hd.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 15:00,"1Q: 2025/07/31
2Q: 2025/10/30
3Q: 2025/02/05
通期: 2025/05/12",化学,東証ﾌﾟﾗｲﾑ,JPX日経400 日経300 日経500平均
4092,日本化,日本化学工業,日本化,ﾆﾎﾝｶｶﾞｸｺｳｷﾞｮｳ,"NIPPON CHEMICAL IND. CO., LTD.",NP-CHEM,総合化学,,E00784,369160000,化学,その他化学,東証,データなし,100,"8,922,775",http://www.nippon-chem.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 16:00,"1Q: 2025/08/07
2Q: 2025/11/11
3Q: 2025/02/13
通期: 2025/05/14",化学,東証ﾌﾟﾗｲﾑ,
4093,東邦ｱｾﾁﾚ,東邦アセチレン,アセチレン,ﾄｳﾎｳｱｾﾁﾚﾝ,"TOHO ACETYLENE CO., LTD.",TACETYLN,特殊化学,,E00787,359940000,化学,その他化学,東証,データなし,100,"35,020,000",https://www.toho-ace.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 13:00,"1Q: 2025/08/08
2Q: 2025/11/12
3Q: 2025/02/12
通期: 2025/05/14",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4094,日化産,日本化学産業,日化産,ﾆﾎﾝｶｶﾞｸｻﾝｷﾞｮｳ,"NIHON KAGAKU SANGYO CO., LTD.",NH-KAGK,特殊化学,,E00786,369200000,化学,その他化学,東証,データなし,100,"20,280,000",http://www.nihonkagakusangyo.co.jp,3/末,9/末 3/末,3Q連: 2026/02/09 14:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/14",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4095,ﾊﾟｰｶﾗｲ,日本パーカライジング,パーカライ,ﾆﾎﾝﾊﾟｰｶﾗｲｼﾞﾝｸﾞ,"NIHON PARKERIZING CO., LTD.",NH-PARK,特殊加工,"ﾊﾟｰｶｰ加工
日本パーカライジング",E00898,374460000,化学,その他化学,東証,データなし,100,"132,604,524",http://www.parker.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 16:00,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/12
通期: 2025/05/13",化学,東証ﾌﾟﾗｲﾑ,
4097,高圧ｶﾞｽ,高圧ガス工業,高圧ガス,ｺｳｱﾂｶﾞｽｺｳｷﾞｮｳ,"KOATSU GAS KOGYO CO., LTD.",KOATSU,特殊化学,"ｽｽﾞｶﾌｧｲﾝ
高圧ガス工業",E00781,328580000,化学,酸素,東証,データなし,100,"55,577,526",http://www.koatsugas.co.jp,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",化学,東証ﾌﾟﾗｲﾑ,
4098,チタン工,チタン工業,チタン,ﾁﾀﾝｺｳｷﾞｮｳ,"TITAN KOGYO , LTD.",TITANKG,特殊化学,,E00796,350900000,化学,その他化学,東証,データなし,100,"3,027,626",http://www.titankogyo.co.jp,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/14",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4099,四国化HD,四国化成ホールディングス,四国化ＨＤ,ｼｺｸｶｾｲﾎｰﾙﾃﾞｨﾝｸﾞｽ,SHIKOKU KASEI HOLDINGS CORP.,SIKOKUHD,特殊化学,,E00841,334960000,化学,その他化学,東証,データなし,100,"44,869,563",https://www.shikoku.co.jp/,12/末,6/末 12/末,本連: 2026/01/29 12:00,"1Q: 2025/04/25
2Q: 2025/07/30
3Q: 2025/10/29
通期: 2025/01/29",化学,東証ﾌﾟﾗｲﾑ,
409A,ｵﾘｵﾝﾋﾞｰﾙ,オリオンビール,オリオン,ｵﾘｵﾝﾋﾞｰﾙ,"ORION BREWERIES, LTD.",ORIONBRE,アルコール飲料,,E00410,320001000,食料品,酒類,東証,(25/ 9/25),100,"41,061,000",https://www.orionbeer.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 15:00,"1Q: 2025/09/25
2Q: 2025/11/12
3Q: 
通期: ",食品,東証ﾌﾟﾗｲﾑ,
4100,戸田工,戸田工業,戸田工,ﾄﾀﾞｺｳｷﾞｮｳ,TODA KOGYO CORP.,TODA KG,コングロマリット,,E00842,362740000,化学,その他化学,東証,データなし,100,"6,099,192",http://www.todakogyo.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/07
2Q: 2025/11/11
3Q: 2025/02/10
通期: 2025/05/15",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4102,丸尾ｶﾙ,丸尾カルシウム,丸尾カル,ﾏﾙｵｶﾙｼｳﾑ,"MARUO CALCIUM CO., LTD.",MARUO,特殊化学,,E00791,387280000,化学,その他化学,東証,(13/ 7/16),100,"2,355,200",http://www.maruo-cal.co.jp,3/末,9/末 3/末,3Q連: 2026/02/06 15:00,"1Q: 2025/08/07
2Q: 2025/11/12
3Q: 2025/02/07
通期: 2025/05/12",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4107,伊勢化,伊勢化学工業,伊勢化,ｲｾｶｶﾞｸｺｳｷﾞｮｳ,ISE CHEMICALS CORP.,ISECHEM,特殊化学,,E01028,313930000,化学,その他化学,東証,データなし,100,"51,351,350",http://www.isechem.co.jp/,12/末,6/末 12/末,本連: 2026/02/05 15:00,"1Q: 2025/04/30
2Q: 2025/07/25
3Q: 2025/10/31
通期: 2025/02/06",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4109,ｽﾃﾗｹﾐﾌｧ,ステラ　ケミファ,ステラケミ,ｽﾃﾗｹﾐﾌｧ,STELLA CHEMIFA CORP.,STELLA,特殊化学,,E00805,339972000,化学,その他化学,東証,(00/10/18),100,"12,973,248",http://www.stella-chemifa.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 14:00,"1Q: 2025/08/07
2Q: 2025/11/13
3Q: 2025/02/12
通期: 2025/05/09",化学,東証ﾌﾟﾗｲﾑ,
410A,GMOｺﾏｰｽ,ＧＭＯコマース,ＧＭＯコマス,ｼﾞｰｴﾑｵｰｺﾏｰｽ,"GMO COMMERCE, INC.",GMOCOMME,パッケージ・ソフトウェア,,E40916,338697000,サービス業,他サービス業,東証,(25/ 9/25),100,"5,400,000",https://www.gmo-c.jp/,12/末,6/末 12/末,本単: 2026/02/10 15:30,"1Q: 
2Q: 2025/09/25
3Q: 2025/11/12
通期: ",サービス,東証ｸﾞﾛｰｽ,
4112,保土谷,保土谷化学工業,保土谷,ﾎﾄﾞｶﾞﾔｶｶﾞｸｺｳｷﾞｮｳ,"HODOGAYA CHEMICAL CO., LTD.",HODGAYA,総合化学,,E00809,385260000,化学,その他化学,東証,データなし,100,"16,827,452",http://www.hodogaya.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 17:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/13
通期: 2025/05/15",化学,東証ﾌﾟﾗｲﾑ,
4113,田岡化,田岡化学工業,田岡化,ﾀｵｶｶｶﾞｸｺｳｷﾞｮｳ,"TAOKA CHEMICAL CO., LTD.",TAOKA,総合化学,,E00810,345240000,化学,その他化学,東証,(13/ 7/16),100,"14,440,000",http://www.taoka-chem.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/28 15:00,"1Q: 2025/07/30
2Q: 2025/10/29
3Q: 2025/01/31
通期: 2025/05/12",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4114,日触媒,日本触媒,日触媒,ﾆｯﾎﾟﾝｼｮｸﾊﾞｲ,"NIPPON SHOKUBAI CO., LTD.",SHOKBAI,総合化学,,E00811,371520000,化学,その他化学,東証,データなし,100,"150,000,000",https://www.shokubai.co.jp/ja/,3/末,9/末 3/末,3Q連: 2026/02/05 13:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/06
通期: 2025/05/13",化学,東証ﾌﾟﾗｲﾑ,日経300
4116,大日精,大日精化工業,大日精,ﾀﾞｲﾆﾁｾｲｶｺｳｷﾞｮｳ,DAINICHISEIKA COLOR & CHEMICALS MFG.,DN-SEKA,特殊化学,"浮間合成
大日精化工業",E00902,349220000,化学,その他化学,東証,データなし,100,"18,113,110",http://www.daicolor.co.jp,3/末,9/末 3/末,3Q連: 2026/02/13 14:00,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/14
通期: 2025/05/15",化学,東証ﾌﾟﾗｲﾑ,
4118,カネカ,カネカ,カネカ,ｶﾈｶ,KANEKA CORP.,KANEKA,特殊化学,"カネカ
鐘淵化学工業
セメダイン",E00879,321580000,化学,合成樹脂,東証,データなし,100,"66,000,000",http://www.kaneka.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 16:00,"1Q: 2025/08/08
2Q: 2025/11/12
3Q: 2025/02/13
通期: 2025/05/14",化学,東証ﾌﾟﾗｲﾑ,日経300 日経500平均
4119,ﾋﾟｸﾞﾒﾝﾄH,日本ピグメントホールディングス,日ピグＨＤ,ﾆｯﾎﾟﾝﾋﾟｸﾞﾒﾝﾄﾎｰﾙﾃﾞｨﾝｸﾞｽ,"NIPPON PIGMENT HOLDINGS CO., LTD.",NP-PGMTH,特殊化学,,E00899,374700000,化学,合成樹脂,東証,データなし,100,"1,575,899",http://www.pigment.co.jp,3/末,3/末,3Q連: 2026/02/13 13:00,"1Q: 2025/08/12
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/14",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4120,ｽｶﾞｲ化,スガイ化学工業,スガイ,ｽｶﾞｲｶｶﾞｸｺｳｷﾞｮｳ,"SUGAI CHEMICAL IND. CO., LTD.",SUGAI,特殊化学,,E00906,339660000,化学,その他化学,東証,(13/ 7/16),100,"1,373,000",http://www.sugai-chem.co.jp,3/末,9/末 3/末,3Q単: 2026/02/06 15:00,"1Q: 2025/08/06
2Q: 2025/11/06
3Q: 2025/02/06
通期: 2025/05/08",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4124,大阪油化,大阪油化工業,大阪油化,ｵｵｻｶﾕｶｺｳｷﾞｮｳ,OSAKA YUKA INDUSTRY LTD.,OSAKAYKA,その他商業サービス,,E33382,318710000,化学,その他化学,東証,(17/10/ 5),100,"1,073,500",http://www.osaka-yuka.co.jp/,9/末,3/末 9/末,1Q連: 2026/02/13 16:00,"1Q: 2025/02/14
2Q: 2025/05/15
3Q: 2025/08/08
通期: 2025/11/14",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4125,三和油化,三和油化工業,三和油化工業,ｻﾝﾜﾕｶｺｳｷﾞｮｳ,SANWAYUKA INDUSTRY CORP.,SANWAYUK,環境サービス,,E37157,334552000,化学,石油化学,東証,(21/12/23),100,"4,320,420",https://www.sanwayuka.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 16:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/10
通期: 2025/05/13",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾒｲﾝ,
414A,ｵｰﾊﾞﾗｯﾌﾟ,オーバーラップホールディングス,オーバラップ,ｵｰﾊﾞｰﾗｯﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,"OVERLAP HOLDINGS, INC.",OVERLAPH,情報技術サービス,,E40904,317315000,情報・通信業,他サービス業,東証,(25/10/ 3),100,"20,000,000",https://hd.over-lap.co.jp/,8/末,2/末 8/末,1Q連: 2026/01/14,"1Q: 2026/01/14
2Q: 
3Q: 2025/10/03
通期: 2025/10/15",サービス,東証ｸﾞﾛｰｽ,
4151,協和ｷﾘﾝ,協和キリン,協和キリン,ｷｮｳﾜｷﾘﾝ,"KYOWA KIRIN CO., LTD.",KYOWAKRN,医薬品総合,"協和キリン
協和発酵キリン
ｷﾘﾝﾌｧｰﾏ
協和醗酵工業",E00816,325600000,医薬品,医家向医薬品,東証,データなし,100,"525,634,500",https://www.kyowakirin.co.jp/,12/末,6/末 12/末,本連: 2026/02/09 15:00,"1Q: 2025/05/01
2Q: 2025/07/31
3Q: 2025/10/30
通期: 2025/02/06",医薬品,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
415A,GMOTE-HD,ＧＭＯ　ＴＥＣＨホールディングス,ＧＭＯテック,ｼﾞｰｴﾑｵｰﾃｯｸﾎｰﾙﾃﾞｨﾝｸﾞｽ,"GMO TECH HOLDINGS, INC.",GMOTE-HD,広告・マーケティングサービス,"デザインワン・ジャパン
ＧＭＯ　ＴＥＣＨホールディングス
ＧＭＯ　ＴＥＣＨ",データなし,338698000,サービス業,他サービス業,東証,(25/10/ 1),100,"1,625,681",https://hd.gmotech.jp/,12/末,3/末 6/末 9/末 12/末,本連: 2026/02/12 15:00,"1Q: 
2Q: 
3Q: 
通期: ",サービス,東証ｸﾞﾛｰｽ,
4165,プレイド,プレイド,プレイド,ﾌﾟﾚｲﾄﾞ,"PLAID, INC.",PLAID,パッケージ・ソフトウェア,"アジト
プレイド",E34973,383327000,情報・通信業,他サービス業,東証,(20/12/17),100,"41,213,591",https://plaid.co.jp/,12/末,6/末 12/末,1Q連: 2026/02/12 15:30,"1Q: 2025/02/13
2Q: 2025/05/15
3Q: 2025/08/14
通期: 2025/11/12",サービス,東証ｸﾞﾛｰｽ,
4166,かっこ,かっこ,かっこ,ｶｯｺ,CACCO INC.,CACCO,その他商業サービス,,E36174,321225000,情報・通信業,他サービス業,東証,(20/12/17),100,"2,732,655",https://cacco.co.jp/,12/末,6/末 12/末,本単: 2026/02/13 15:30,"1Q: 2025/05/13
2Q: 2025/08/13
3Q: 2025/11/12
通期: 2025/02/14",サービス,東証ｸﾞﾛｰｽ,
4167,ココペリ,ココペリ,ココペリ,ｺｺﾍﾟﾘ,KOKOPELLI INC.,KOKOPELI,情報技術サービス,,E36086,329737000,情報・通信業,他サービス業,東証,(20/12/18),100,"7,916,230",https://www.kokopelli-inc.com/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/14",サービス,東証ｸﾞﾛｰｽ,
4168,ヤプリ,ヤプリ,ヤプリ,ﾔﾌﾟﾘ,"YAPPLI, INC.",YAPPLI,パッケージ・ソフトウェア,,E36107,393385000,情報・通信業,他サービス業,東証,(20/12/22),100,"12,972,500",https://yappli.co.jp/,12/末,6/末 12/末,本単: 2026/02/13 15:00,"1Q: 2025/05/14
2Q: 2025/08/13
3Q: 2025/11/13
通期: 2025/02/13",サービス,東証ｸﾞﾛｰｽ,
4169,ｴﾈﾁｪﾝｼﾞ,ＥＮＥＣＨＡＮＧＥ,エネチェンジ,ｴﾈﾁｪﾝｼﾞ,ENECHANGE LTD.,ENCHANGE,インターネット・ソフトウェアサービス,,E36130,316587000,情報・通信業,他サービス業,東証,(20/12/23),100,"42,780,192",https://enechange.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 12:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2024/11/14
通期: 2025/05/15",サービス,東証ｸﾞﾛｰｽ,
416A,富士ﾕﾅｲﾄ,富士ユナイトホールディングス,富士ユナイト,ﾌｼﾞﾕﾅｲﾄﾎｰﾙﾃﾞｨﾝｸﾞｽ,"FUJI UNITED HOLDINGS CO., LTD.",FUJIUNIT,卸売業,"富士興産
富士ユナイトホールディングス",データなし,382130000,卸売業,その他商社,東証,(25/10/ 1),100,"6,620,259",https://www.fujiunited.com,3/末,9/末 3/末,3Q連: 2026/02/06 16:00,"1Q: 
2Q: 
3Q: 
通期: ",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4170,KaizenPF,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,カイゼン,ｶｲｾﾞﾝﾌﾟﾗｯﾄﾌｫｰﾑ,"KAIZEN PLATFORM, INC.",KAIZENPF,インターネット・ソフトウェアサービス,,E36122,320561000,情報・通信業,他サービス業,東証,(20/12/22),100,"17,016,481",https://kaizenplatform.com/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/15
2Q: 2025/08/14
3Q: 2025/11/13
通期: 2025/02/14",サービス,東証ｸﾞﾛｰｽ,
4171,ｸﾞﾛｰﾊﾞﾙI,グローバルインフォメーション,グローバルＩ,ｸﾞﾛｰﾊﾞﾙｲﾝﾌｫﾒｰｼｮﾝ,"GLOBAL INFORMATION, INC.",GLOBALI,その他商業サービス,,E36172,327434000,情報・通信業,他サービス業,東証,(20/12/24),100,"2,969,000",https://www.gii.co.jp/,12/末,6/末 12/末,本連: 2026/02/10 15:00,"1Q: 2025/05/13
2Q: 2025/08/12
3Q: 2025/11/12
通期: 2025/02/10",サービス,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4172,東和ﾊｲｼｽ,Ｈｉクラテス,Ｈｉクラテス,ﾊｲｸﾗﾃｽ,"HI-CRATES CO., LTD.",HICRATES,医療・看護サービス,,E36002,362270000,情報・通信業,他サービス業,東証,(20/12/25),100,"2,228,000",https://www.towa-hi-sys.co.jp/,9/末,3/末 9/末,1Q単: 2026/02/13,"1Q: 2025/02/14
2Q: 2025/05/14
3Q: 2025/08/12
通期: 2025/11/11",サービス,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4174,ｱﾋﾟﾘｯﾂ,アピリッツ,アピリッツ,ｱﾋﾟﾘｯﾂ,APPIRITS INC.,APPIRITS,情報技術サービス,,E36213,312249000,情報・通信業,他サービス業,東証,(21/ 2/25),100,"4,189,662",https://appirits.com/,1/末,7/末 1/末,本連: 03月中旬,"1Q: 2025/06/13
2Q: 2025/09/12
3Q: 2025/12/12
通期: 2025/03/17",サービス,東証ｽﾀﾝﾀﾞｰﾄﾞ,
4175,ｃｏｌｙ,ｃｏｌｙ,コリー,ｺﾘｰ,COLY INC.,COLY,パッケージ・ソフトウェア,,E36322,330591000,情報・通信業,他サービス業,東証,(21/ 2/26),100,"5,502,900",https://colyinc.com/,1/末,7/末 1/末,本単: 03月中旬,"1Q: 2025/06/13
2Q: 2025/09/12
3Q: 2025/12/12
通期: 2025/03/14",サービス,東証ｸﾞﾛｰｽ,
4176,ココナラ,ココナラ,ココナラ,ｺｺﾅﾗ,COCONALA INC.,COCONALA,パッケージ・ソフトウェア,,E36351,329732000,情報・通信業,他サービス業,東証,(21/ 3/19),100,"24,053,300",https://coconala.co.jp/,8/末,2/末 8/末,1Q連: 2026/01/14,"1Q: 2026/01/14
2Q: 2025/04/14
3Q: 2025/07/11
通期: 2025/10/14",サービス,東証ｸﾞﾛｰｽ,
4177,i-plug,ｉ－ｐｌｕｇ,ｉ－ｐｌｕｇ,ｱｲﾌﾟﾗｸﾞ,"I-PLUG, INC.",I-PLUG,インターネット・ソフトウェアサービス,,E36343,310483000,情報・通信業,他サービス業,東証,(21/ 3/18),100,"3,984,102",https://i-plug.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",サービス,東証ｸﾞﾛｰｽ,
4178,Sｲﾉﾍﾞｼｮﾝ,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,Ｓイノベ,ｼｪｱﾘﾝｸﾞｲﾉﾍﾞｰｼｮﾝｽﾞ,SHARING INNOVATIONS INC.,SINNOVA,情報技術サービス,,E36366,334718000,情報・通信業,他サービス業,東証,(21/ 3/24),100,"3,793,300",https://sharing-innovations.com/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/14
2Q: 2025/08/14
3Q: 2025/11/14
通期: 2025/02/14",サービス,東証ｸﾞﾛｰｽ,
4179,ｼﾞｰﾈｸｽﾄ,ジーネクスト,ジーネクスト,ｼﾞｰﾈｸｽﾄ,G-NEXT INC.,G-NEXT,パッケージ・ソフトウェア,,E36398,338676000,情報・通信業,他サービス業,東証,(21/ 3/25),100,"5,430,916",https://www.gnext.co.jp/,3/末,9/末 3/末,3Q単: 2026/02/13 15:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/13
通期: 2025/05/13",サービス,東証ｸﾞﾛｰｽ,
